STATE,Pesticide Code,Pesticide Name,Total_Concentration
FL,107,Ethion,0.8618
FL,111,Ethoxyquin,13.7916
FL,114,Chlorpropham,1097.4575
FL,115,Endosulfans Total,9.142
FL,124,Coumaphos,0.0472
FL,125,Diphenylamine (DPA),378.0508
FL,126,Folpet,0.157
FL,129,Linuron,6.9563
FL,134,DCPA,11.5214
FL,143,Heptachlor epoxide,0.0366
FL,144,Dicloran,332.9263
FL,149,Simazine,34.5151
FL,151,Trifluralin,12.5487
FL,153,Bromacil,44830.806
FL,157,Thiabendazole,770.6433
FL,159,Methomyl,88.63550000000001
FL,160,Chlorpyrifos,19.073900000000002
FL,164,Chlorothalonil,74.0146
FL,165,Phosmet,76.0573
FL,166,Phosalone,0.002
FL,168,Aldicarb sulfone,0.43200000000000005
FL,169,Aldicarb sulfoxide,3.3101000000000003
FL,170,Methamidophos,46.1635
FL,171,Dimethoate,37.6614
FL,172,Chlordane trans,0.0885
FL,173,Chlordane cis,0.3059
FL,175,Ethoprop,0.0343
FL,176,Tetrachlorvinphos,0.0067
FL,178,Omethoate,12.8316
FL,180,Carbofuran,120.2388
FL,181,Metribuzin,0.2775
FL,189,Phorate sulfone,0.36600000000000005
FL,190,Phorate sulfoxide,0.421
FL,192,Benomyl,25.4415
FL,197,Methidathion,0.189
FL,200,EPTC,0.06939999999999999
FL,203,Phosphamidon,0.055
FL,204,Acephate,150.3115
FL,206,Nonachlor trans,0.0014
FL,207,Nonachlor cis,0.0014
FL,208,Malathion oxygen analog,0.2492
FL,216,Disulfoton sulfone,0.0035
FL,217,DEF (Tribufos),0.0036
FL,219,Oxydemeton methyl,0.3368
FL,222,Permethrin cis,186.3697
FL,223,Permethrin trans,183.2689
FL,224,Profenofos,6.6699
FL,227,Alachlor,17.48
FL,230,Pendimethalin,0.4442
FL,231,Iprodione metabolite isomer,41.6848
FL,232,Cycloate,0.001
FL,235,Chlorpyrifos methyl,1.0447
FL,237,Phosmet oxygen analog,1.0529000000000002
FL,239,Bensulide,0.0045
FL,245,Oxydemeton methyl sulfone,0.056999999999999995
FL,249,Prometryn,0.4299
FL,253,"Dicofol o,p'",2.2096
FL,254,"Dicofol p,p'",14.0564
FL,255,Cyromazine,10.3478
FL,264,Propiconazole,39.3936
FL,271,Fenarimol,0.777
FL,275,"Methoxychlor p,p'",0.1603
FL,276,Methoxychlor olefin,0.0259
FL,283,Metolachlor,52.6865
FL,297,Fluvalinate,0.0583
FL,299,Diclofop methyl,0.0011
FL,300,DDE,5.224
FL,304,Quintozene (PCNB),0.2474
FL,305,Atrazine,1888.025
FL,318,MCPA,1.3
FL,321,Hexachlorobenzene (HCB),1.3048
FL,338,Dichlorvos (DDVP),1.5625
FL,343,Monocrotophos,0.023
FL,349,Oxychlordane,0.011
FL,351,Pentachloroaniline (PCA),0.3537
FL,382,1-Naphthol,11.0137
FL,387,Pentachlorobenzene (PCB),0.2264
FL,388,Pentachlorophenyl methyl sulfide,0.0828
FL,512,3-Hydroxycarbofuran,0.0862
FL,529,Vinclozolin,10.9332
FL,536,Triazophos,0.004
FL,537,Oxamyl,19.0046
FL,539,Permethrin Total,1373.5912
FL,540,Pronamide,0.0852
FL,546,Fenvalerate,2.1021
FL,556,Resmethrin,0.039
FL,562,Pirimiphos methyl,0.0848
FL,593,Procymidone,0.165
FL,594,Napropamide,0.1515
FL,597,Cypermethrin,182.9463
FL,604,Imazalil,102.35940000000001
FL,607,Metalaxyl/Mefenoxam,5076.7186
FL,608,Triadimefon,0.2971
FL,611,Thiophanate methyl,0.8015
FL,612,Deltamethrin  (includes parent Tralomethrin),2.2585
FL,620,MCPB,5.0
FL,623,Propargite,45.7703
FL,624,Tetrahydrophthalimide (THPI),124.86670000000001
FL,625,Oxadiazon,0.0060999999999999995
FL,626,Iprodione,917.895
FL,633,Hexazinone,44.8
FL,636,Propetamphos,0.0523
FL,638,Triadimenol,0.1828
FL,639,Fenbutatin oxide,3.302
FL,651,Diflubenzuron,1.8104
FL,658,Bendiocarb,0.017
FL,666,Carbendazim (MBC),37.1464
FL,679,Myclobutanil,115.0763
FL,699,Clofentezine,0.0809
FL,713,Oxyfluorfen,0.0068
FL,714,Esfenvalerate,2.2955
FL,719,Clomazone,0.0014
FL,720,Norflurazon desmethyl,3.054
FL,722,Etridiazole,0.0063
FL,723,Formetanate hydrochloride,7.5361
FL,730,Ethephon,11.897
FL,731,Triclopyr,476.1
FL,736,Fluridone,0.0178
FL,740,Bensulide oxygen analog,0.025
FL,745,Fenamiphos sulfone,0.006
FL,746,Fenamiphos sulfoxide,0.0351
FL,758,Bentazon,2468.34
FL,769,Azinphos methyl oxygen analog,0.0027
FL,779,Parathion methyl oxygen analog,0.01
FL,780,Tebuthiuron,193.60999999999999
FL,781,Cyfluthrin,27.8503
FL,784,Desethyl-desisopropyl atrazine,205.0
FL,785,Desisopropyl atrazine,129.79999999999998
FL,791,Phenmedipham,0.3336
FL,804,Tricyclazole,0.8773000000000001
FL,808,Fenpropathrin,32.1497
FL,848,Phenothrin,0.029
FL,855,Isoprothiolane,0.34249999999999997
FL,856,Fenobucarb (BPMC),0.0118
FL,877,Cymoxanil,0.459
FL,886,Fenpropimorph,0.2015
FL,900,Endosulfan I,12.2136
FL,901,Endosulfan II,10.6121
FL,902,Endosulfan sulfate,38.5183
FL,903,BHC alpha,0.0012
FL,904,BHC beta,0.0157
FL,906,"DDT p,p'",0.251
FL,907,"DDT o,p'",0.1761
FL,908,"DDD p,p'",1.4737
FL,909,"DDD o,p'",0.1023
FL,910,"DDE p,p'",11.3061
FL,911,"DDE o,p'",0.0156
FL,930,Bifenthrin,42.4054
FL,942,Prometon,122.09
FL,943,Thiodicarb,0.003
FL,950,Flusilazole,0.0017
FL,954,Hexaconazole,0.01
FL,956,Penconazole,0.0067
FL,964,Desethyl atrazine,859.6
FL,967,Imidacloprid,78.5166
FL,A22,Cyproconazole,0.017
FL,A25,Dichlorprop,2.8
FL,A30,Fenbuconazole,3.8035
FL,A42,Mecoprop (MCPP),0.52
FL,A47,Oxamyl oxime,25.6024
FL,A58,Tebuconazole,85.8936
FL,A61,Triflumizole,2.34
FL,A68,"1,2,4-Triazole",0.005
FL,A82,Fipronil,3.4793
FL,ABB,Spinosad,5.3481
FL,ABC,Spinosad A,10.2278
FL,ABD,Spinosad D,1.3751
FL,ABF,Pymetrozine,0.0637
FL,ABG,Tebufenozide,1.9353
FL,ABN,Acetochlor ethanesulfonic acid (ESA),102.3
FL,ABP,Alachlor ethanesulfonic acid (ESA),13315.7
FL,ABQ,Alachlor oxanilic acid (OA),7570.780000000001
FL,ACB,Imazapyr,6304.23
FL,ACC,Imazaquin,17.8
FL,ACG,Metolachlor ethanesulfonic acid (ESA),1393.821
FL,ACH,Metolachlor oxanilic acid (OA),1292.4
FL,ACI,Metsulfuron methyl,2.5
FL,ACP,Sulfometuron methyl,44.1
FL,ACV,Methoprene,0.172
FL,ACZ,Imazapic,37.1
FL,ADC,Prallethrin,1.1025
FL,ADE,Esfenvalerate+Fenvalerate Total,5.6601
FL,ADG,Indoxacarb,11.8005
FL,ADH,Cyphenothrin,0.102
FL,ADI,Etofenprox,0.14150000000000001
FL,ADK,Imiprothrin,0.0893
FL,ADW,Triazole alanine (TA),5.1272
FL,ADX,Triazole acetic acid (TAA),3.1272
FL,AEC,Hydroprene,0.0218
FL,AED,Hydroxy atrazine,3710.868
FL,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",10.7673
FL,AEM,"Cyhalothrin, Lambda",2.3832
FL,AEN,"Cyhalothrin, Lambda epimer R157836",0.01
FL,AEP,Clothianidin,9.5665
FL,AES,Methoxyfenozide,110.6346
FL,AEW,Famoxadone,39.9794
FL,AFC,Heptachlor epoxide cis,0.007
FL,AFF,Flumioxazin,0.0253
FL,AFM,Flutriafol,3.0972
FL,AFO,Dinotefuran,20.1266
FL,AFS,Fenpyroximate,5.24
FL,AFU,Propamocarb hydrochloride,54.651
FL,AFW,Spiromesifen Total (parent + enol metabolite),0.1828
FL,AFX,Novaluron,8.8573
FL,AFZ,"2,6-DIPN",0.716
FL,AGA,Cyazofamid,14.005500000000001
FL,AGG,Flonicamid,45.629
FL,AGH,Emamectin benzoate,0.225
FL,AGJ,Fluoxastrobin,0.1323
FL,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.6925
FL,AGT,Spiromesifen,1.8712
FL,AGW,Chlorantraniliprole,56.6395
FL,AGX,Mandipropamid,240.785
FL,AGY,Spinetoram,10.780100000000001
FL,AHF,Imidacloprid urea,0.0571
FL,AHM,Spirotetramat,4.07
FL,AHS,Flubendiamide,10.2041
FL,AHT,Fluopicolide,86.4595
FL,AHU,Pyridalyl,0.64
FL,AHW,Disulfoton sulfoxide oxygen analog,0.0034
FL,AJO,Clethodim sulfoxide,0.0973
FL,AJP,Indaziflam,0.003
FL,AJY,Spiroxamine,0.0313
FL,AKC,Ametoctradin,50.9406
FL,AKD,Penthiopyrad,15.4961
FL,AKG,Fluopyram,9.1933
FL,AKS,Acequinocyl,9.162
FL,AKU,Cyflufenamid,0.816
FL,AKW,Fluxapyroxad,5.2008
FL,ALG,Thymol,0.332
FL,ALS,Sulfoxaflor,6.935499999999999
FL,ALV,Spiromesifen alcohol,0.5749
FL,AMB,Cyantraniliprole,3.5058
FL,AMC,Cyflumetofen,1.2255
FL,AMF,Fenpropidin,0.0017
FL,ANC,Tolfenpyrad,4.4827
FL,AND,Propamocarb,7.6583
FL,ANE,Flupyradifurone,24.5001
FL,ANF,Metrafenone,1.0048
FL,ANH,Isofetamid,0.0723
FL,AOG,Imidacloprid desnitro,0.0644
FL,AOK,Imidacloprid olefin,0.0016
FL,B10,Hexythiazox,3.8304
FL,B13,Chlorfenapyr,2.8506
FL,B16,Pyrimethanil,429.7825
FL,B21,Carfentrazone ethyl,0.028499999999999998
FL,B22,Cyprodinil,93.3721
FL,B23,Fludioxonil,661.7298
FL,B24,Pyriproxyfen,1.8498
FL,B28,5-Hydroxythiabendazole,0.11800000000000001
FL,B32,Forchlorfenuron,0.0066
FL,B41,Fenhexamid,82.5641
FL,B42,Kresoxim-methyl,0.25980000000000003
FL,B43,Thiamethoxam,12.274000000000001
FL,B44,Zoxamide,0.1352
FL,B46,Clopyralid,11.879
FL,B48,Azoxystrobin,196.2831
FL,B52,Buprofezin,15.8372
FL,B53,Epoxiconazole,0.022199999999999998
FL,B56,Pyridaben,0.5692
FL,B57,Quinoxyfen,2.5409
FL,B58,Difenoconazole,15.9008
FL,B61,Pyraclostrobin,91.4481
FL,B63,Flutolanil,0.111
FL,B64,Fenamidone,67.1659
FL,B68,Thiacloprid,3.8771
FL,B72,Tetraconazole,1.6097
FL,B73,Fenazaquin,1.0514999999999999
FL,B75,Boscalid,158.9651
FL,B77,Dimethomorph,50.1562
FL,B79,Trifloxystrobin,5.3019
FL,B80,Acetamiprid,75.3668
FL,B82,Bifenazate,10.5828
FL,B84,Etoxazole,1.2627
FL,B85,Spirodiclofen,7.339
FL,C90,Ethaboxam,0.0703
FL,F00,Prothioconazole desthio,0.010100000000000001
FL,F12,Pyriofenone,0.1934
FL,F40,Cyclaniliprole,0.0498
FL,F53,Benzovindiflupyr,0.0332
FL,F56,Oxathiapiprolin,0.0162
FL,F87,Afidopyropen ,0.0017
FL,F96,Flutianil,0.0051
FL,G03,Pydiflumetofen,1.2928
FL,G21,Mefentrifluconazole,0.0017
GA,024,Diazinon,0.11264
GA,026,"2,4-D",467.94
GA,028,Dieldrin,0.0192
GA,032,Diuron,1196.6
GA,058,MGK-264,0.005
GA,070,Piperonyl butoxide,0.015
GA,102,Carbaryl,20.0036
GA,149,Simazine,11619.78
GA,153,Bromacil,13.5
GA,168,Aldicarb sulfone,0.0043
GA,195,Methiocarb,0.0059
GA,227,Alachlor,161.0
GA,283,Metolachlor,180.0
GA,305,Atrazine,4093.7
GA,318,MCPA,41.999
GA,596,Norflurazon,1045.8
GA,607,Metalaxyl/Mefenoxam,42.495
GA,701,Fluometuron,7.0
GA,731,Triclopyr,193.0
GA,758,Bentazon,12.6
GA,780,Tebuthiuron,401.57
GA,785,Desisopropyl atrazine,2389.7
GA,910,"DDE p,p'",0.0387
GA,942,Prometon,285.2
GA,964,Desethyl atrazine,548.82
GA,967,Imidacloprid,17.5
GA,A42,Mecoprop (MCPP),1.082
GA,A82,Fipronil,0.001
GA,ABN,Acetochlor ethanesulfonic acid (ESA),16.0
GA,ABO,Acetochlor oxanilic acid (OA),15.0
GA,ABP,Alachlor ethanesulfonic acid (ESA),1917.6
GA,ABQ,Alachlor oxanilic acid (OA),670.02
GA,ACB,Imazapyr,1240.1
GA,ACG,Metolachlor ethanesulfonic acid (ESA),4343.7
GA,ACH,Metolachlor oxanilic acid (OA),670.3
GA,ACM,Nicosulfuron,2.8
GA,ACP,Sulfometuron methyl,37.6
GA,ACZ,Imazapic,30.0
GA,AED,Hydroxy atrazine,658.6
GA,AEY,Dimethenamid oxanilic acid (OA),1.05
GA,AEZ,Flufenacet oxanilic acid (OA),21.3
GA,AFA,Propachlor oxanilic acid (OA),5.0
GA,B23,Fludioxonil,62.4
GA,B46,Clopyralid,18.7
HI,305,Atrazine,6.0
HI,964,Desethyl atrazine,28.0
IA,026,"2,4-D",2267.046
IA,028,Dieldrin,0.0081
IA,032,Diuron,183.0
IA,070,Piperonyl butoxide,0.0075
IA,102,Carbaryl,0.0095
IA,143,Heptachlor epoxide,0.0052
IA,149,Simazine,192.282
IA,153,Bromacil,16.0
IA,164,Chlorothalonil,0.0075
IA,227,Alachlor,16.3
IA,283,Metolachlor,2835.198
IA,305,Atrazine,8767.699
IA,318,MCPA,12.0
IA,329,Picloram,250.0
IA,333,Propazine,22.5
IA,382,1-Naphthol,0.005
IA,731,Triclopyr,30.0
IA,758,Bentazon,116.2
IA,780,Tebuthiuron,17.65
IA,785,Desisopropyl atrazine,1356.186
IA,807,Acetochlor,1125.918
IA,910,"DDE p,p'",0.0126
IA,942,Prometon,229.303
IA,964,Desethyl atrazine,1771.5
IA,967,Imidacloprid,6.1
IA,A42,Mecoprop (MCPP),1.082
IA,ABN,Acetochlor ethanesulfonic acid (ESA),3943.656
IA,ABO,Acetochlor oxanilic acid (OA),3006.224
IA,ABP,Alachlor ethanesulfonic acid (ESA),1664.1
IA,ABQ,Alachlor oxanilic acid (OA),168.4
IA,ACB,Imazapyr,18.765
IA,ACD,Imazethapyr,61.965
IA,ACG,Metolachlor ethanesulfonic acid (ESA),9929.8
IA,ACH,Metolachlor oxanilic acid (OA),1550.656
IA,ADD,Dimethenamid,165.2
IA,AED,Hydroxy atrazine,226.998
IA,AEY,Dimethenamid oxanilic acid (OA),5.9
IA,B46,Clopyralid,24.0
IA,B72,Tetraconazole,3.164
ID,028,Dieldrin,0.0044
ID,032,Diuron,15.0
ID,143,Heptachlor epoxide,0.0040999999999999995
ID,149,Simazine,7.1
ID,153,Bromacil,1470.0
ID,305,Atrazine,25.196
ID,321,Hexachlorobenzene (HCB),0.0015
ID,753,Imazamethabenz methyl,2.064
ID,758,Bentazon,0.3
ID,780,Tebuthiuron,0.7
ID,784,Desethyl-desisopropyl atrazine,25.0
ID,902,Endosulfan sulfate,0.002
ID,910,"DDE p,p'",0.0674
ID,942,Prometon,123.705
ID,964,Desethyl atrazine,114.696
ID,967,Imidacloprid,31.0
ID,ABP,Alachlor ethanesulfonic acid (ESA),44.03
ID,ABQ,Alachlor oxanilic acid (OA),1.016
ID,ACB,Imazapyr,203.665
ID,ACG,Metolachlor ethanesulfonic acid (ESA),270.699
ID,ACH,Metolachlor oxanilic acid (OA),33.328
ID,ACI,Metsulfuron methyl,13.0
ID,AEE,Imazamethabenz acid,4.4
ID,B46,Clopyralid,11.322
IL,026,"2,4-D",5981.56
IL,028,Dieldrin,0.0369
IL,032,Diuron,797.0
IL,052,Malathion,76.0
IL,061,Neburon,61.0
IL,102,Carbaryl,38.0
IL,129,Linuron,64.0
IL,143,Heptachlor epoxide,0.0013
IL,148,Phorate,78.0
IL,149,Simazine,5027.08
IL,153,Bromacil,27.0
IL,171,Dimethoate,7.5
IL,178,Omethoate,2.1
IL,205,Terbufos,89.0
IL,249,Prometryn,76.84
IL,264,Propiconazole,20.0
IL,283,Metolachlor,9017.5
IL,305,Atrazine,49057.1
IL,318,MCPA,41.5
IL,329,Picloram,78.0
IL,333,Propazine,398.0
IL,341,Propanil,130.0
IL,607,Metalaxyl/Mefenoxam,10.0
IL,621,Tri Allate,120.0
IL,717,Chlorimuron ethyl,228.0
IL,726,Thiobencarb,71.0
IL,731,Triclopyr,63.2
IL,753,Imazamethabenz methyl,19.0
IL,758,Bentazon,236.56
IL,780,Tebuthiuron,19.79
IL,784,Desethyl-desisopropyl atrazine,69.0
IL,785,Desisopropyl atrazine,5049.8
IL,807,Acetochlor,795.7
IL,910,"DDE p,p'",0.0465
IL,942,Prometon,458.14
IL,964,Desethyl atrazine,12384.58
IL,967,Imidacloprid,67.2
IL,A58,Tebuconazole,150.0
IL,AAU,Flumetsulam,33.0
IL,ABN,Acetochlor ethanesulfonic acid (ESA),64361.0
IL,ABO,Acetochlor oxanilic acid (OA),68260.0
IL,ABP,Alachlor ethanesulfonic acid (ESA),2003.6
IL,ABQ,Alachlor oxanilic acid (OA),693.14
IL,ACA,Imazamox,24.0
IL,ACB,Imazapyr,22.5
IL,ACC,Imazaquin,47.0
IL,ACD,Imazethapyr,82.8
IL,ACG,Metolachlor ethanesulfonic acid (ESA),74483.0
IL,ACH,Metolachlor oxanilic acid (OA),24632.0
IL,ACT,Siduron,23.0
IL,ADD,Dimethenamid,41.6
IL,AEB,Dimethenamid/Dimethenamid P,2852.7
IL,AED,Hydroxy atrazine,6997.1
IL,AEP,Clothianidin,8.0
IL,AEY,Dimethenamid oxanilic acid (OA),1090.9
IL,B46,Clopyralid,955.5
IL,B72,Tetraconazole,84.0
IN,026,"2,4-D",17029.0
IN,032,Diuron,166.0
IN,046,Monuron,185.0
IN,052,Malathion,331.0
IN,102,Carbaryl,0.0014
IN,149,Simazine,4835.54
IN,153,Bromacil,101.0
IN,181,Metribuzin,112.5
IN,227,Alachlor,16.3
IN,249,Prometryn,231.0
IN,264,Propiconazole,40.0
IN,283,Metolachlor,12714.0
IN,305,Atrazine,17714.0
IN,318,MCPA,68.0
IN,333,Propazine,7.5
IN,666,Carbendazim (MBC),19.0
IN,675,Propachlor,287.0
IN,679,Myclobutanil,249.0
IN,717,Chlorimuron ethyl,883.0
IN,726,Thiobencarb,112.0
IN,731,Triclopyr,5216.0
IN,758,Bentazon,65.6
IN,780,Tebuthiuron,183.8
IN,784,Desethyl-desisopropyl atrazine,50.0
IN,785,Desisopropyl atrazine,3520.1
IN,807,Acetochlor,1172.2
IN,930,Bifenthrin,8.0
IN,942,Prometon,741.9
IN,964,Desethyl atrazine,5153.5
IN,967,Imidacloprid,62.9
IN,A25,Dichlorprop,24.8
IN,ABN,Acetochlor ethanesulfonic acid (ESA),7992.0
IN,ABO,Acetochlor oxanilic acid (OA),15999.0
IN,ABP,Alachlor ethanesulfonic acid (ESA),4072.4
IN,ABQ,Alachlor oxanilic acid (OA),885.0
IN,ACA,Imazamox,64.0
IN,ACB,Imazapyr,105.0
IN,ACC,Imazaquin,24.0
IN,ACD,Imazethapyr,160.4
IN,ACG,Metolachlor ethanesulfonic acid (ESA),46045.1
IN,ACH,Metolachlor oxanilic acid (OA),26121.0
IN,ACM,Nicosulfuron,21.0
IN,ACP,Sulfometuron methyl,70.0
IN,ADD,Dimethenamid,35.0
IN,B30,Flufenacet,75.0
KS,026,"2,4-D",5973.062
KS,028,Dieldrin,0.0372
KS,046,Monuron,7.492
KS,149,Simazine,35.522
KS,153,Bromacil,9.8
KS,155,Dicamba,111.555
KS,227,Alachlor,65.0
KS,249,Prometryn,0.56
KS,283,Metolachlor,7265.623
KS,305,Atrazine,57162.2
KS,318,MCPA,49.899
KS,321,Hexachlorobenzene (HCB),0.0016
KS,324,Dichlobenil,22.4
KS,329,Picloram,610.63
KS,333,Propazine,201.0
KS,349,Oxychlordane,14.0
KS,539,Permethrin Total,0.0293
KS,607,Metalaxyl/Mefenoxam,5.0
KS,717,Chlorimuron ethyl,178.645
KS,731,Triclopyr,1420.764
KS,758,Bentazon,11.25
KS,780,Tebuthiuron,54.49
KS,785,Desisopropyl atrazine,2291.312
KS,807,Acetochlor,1456.2
KS,906,"DDT p,p'",0.0161
KS,908,"DDD p,p'",0.0046
KS,910,"DDE p,p'",0.3349
KS,930,Bifenthrin,0.0093
KS,942,Prometon,163.233
KS,964,Desethyl atrazine,20799.475
KS,967,Imidacloprid,20.6
KS,ABN,Acetochlor ethanesulfonic acid (ESA),2564.3
KS,ABO,Acetochlor oxanilic acid (OA),3648.1
KS,ABP,Alachlor ethanesulfonic acid (ESA),1141.9
KS,ABQ,Alachlor oxanilic acid (OA),1116.8
KS,ACB,Imazapyr,4.0
KS,ACD,Imazethapyr,12.2
KS,ACG,Metolachlor ethanesulfonic acid (ESA),4369.0
KS,ACH,Metolachlor oxanilic acid (OA),3816.928
KS,ACI,Metsulfuron methyl,89.2
KS,ADP,Triasulfuron,5.2
KS,AEB,Dimethenamid/Dimethenamid P,140.1
KS,AED,Hydroxy atrazine,8469.9
KS,AEF,Thifensulfuron,14.8
KS,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0336
KS,AEY,Dimethenamid oxanilic acid (OA),101.3
KY,026,"2,4-D",3362.35
KY,032,Diuron,1444.09
KY,102,Carbaryl,0.0165
KY,149,Simazine,350.0
KY,283,Metolachlor,850.0
KY,305,Atrazine,8602.8
KY,318,MCPA,15.0
KY,382,1-Naphthol,0.0075
KY,607,Metalaxyl/Mefenoxam,42.0
KY,731,Triclopyr,727.7
KY,784,Desethyl-desisopropyl atrazine,200.0
KY,785,Desisopropyl atrazine,830.0
KY,910,"DDE p,p'",0.0015
KY,964,Desethyl atrazine,3402.8
KY,ACB,Imazapyr,88.2
KY,ACG,Metolachlor ethanesulfonic acid (ESA),2224.3
KY,ACH,Metolachlor oxanilic acid (OA),1061.4
KY,AED,Hydroxy atrazine,2702.0
KY,AEP,Clothianidin,12.5
KY,AEQ,Thifensulfuron methyl,24.0
KY,B48,Azoxystrobin,15.0
LA,026,"2,4-D",10654.662
LA,028,Dieldrin,0.0048
LA,032,Diuron,11304.74
LA,070,Piperonyl butoxide,157.0075
LA,149,Simazine,5453.082
LA,153,Bromacil,2415.772
LA,155,Dicamba,112.0
LA,181,Metribuzin,63913.31
LA,227,Alachlor,32.634
LA,230,Pendimethalin,241.476
LA,249,Prometryn,1671.28
LA,264,Propiconazole,92.9
LA,283,Metolachlor,13837.16
LA,305,Atrazine,136292.0
LA,318,MCPA,2.6
LA,324,Dichlobenil,22.4
LA,333,Propazine,182.96
LA,607,Metalaxyl/Mefenoxam,40.0
LA,633,Hexazinone,214.5
LA,701,Fluometuron,114.39
LA,717,Chlorimuron ethyl,44.0
LA,718,Chlorsulfuron,2.8
LA,720,Norflurazon desmethyl,6.0
LA,726,Thiobencarb,29.0
LA,731,Triclopyr,3390.0
LA,758,Bentazon,95.794
LA,780,Tebuthiuron,384.732
LA,785,Desisopropyl atrazine,4029.106
LA,807,Acetochlor,643.0
LA,910,"DDE p,p'",0.004
LA,942,Prometon,494.80400000000003
LA,964,Desethyl atrazine,33040.288
LA,967,Imidacloprid,111.46600000000001
LA,A42,Mecoprop (MCPP),1.04
LA,A58,Tebuconazole,14.0
LA,AAU,Flumetsulam,33.0
LA,ABN,Acetochlor ethanesulfonic acid (ESA),8314.876
LA,ABO,Acetochlor oxanilic acid (OA),6633.528
LA,ABP,Alachlor ethanesulfonic acid (ESA),2002.58
LA,ABQ,Alachlor oxanilic acid (OA),535.724
LA,ABR,Bensulfuron methyl,21.0
LA,ACB,Imazapyr,683.542
LA,ACC,Imazaquin,21.6
LA,ACD,Imazethapyr,140.0
LA,ACG,Metolachlor ethanesulfonic acid (ESA),19278.88
LA,ACH,Metolachlor oxanilic acid (OA),15249.756
LA,ACP,Sulfometuron methyl,172.6
LA,ACZ,Imazapic,10.5
LA,ADD,Dimethenamid,97.791
LA,AEB,Dimethenamid/Dimethenamid P,365.5
LA,AED,Hydroxy atrazine,9746.0
LA,AEP,Clothianidin,88.0
LA,AEY,Dimethenamid oxanilic acid (OA),176.35
LA,AEZ,Flufenacet oxanilic acid (OA),6.25
LA,B43,Thiamethoxam,157.6
LA,B46,Clopyralid,111.7
LA,B48,Azoxystrobin,566.2
MA,633,Hexazinone,2.498
MA,964,Desethyl atrazine,2.5
MA,ACG,Metolachlor ethanesulfonic acid (ESA),0.599
MD,011,Captan,147.7662
MD,014,Chlordanes Total,0.0501
MD,022,DDT,0.013
MD,024,Diazinon,17.936999999999998
MD,026,"2,4-D",3801.56
MD,028,Dieldrin,2.7988
MD,032,Diuron,227.4718
MD,033,Anilazine,0.32
MD,034,Endrin,0.022500000000000003
MD,042,Azinphos methyl,26.2707
MD,047,Dicofol Total,0.468
MD,050,Lindane (BHC gamma),0.0201
MD,052,Malathion,13.6041
MD,057,Parathion methyl,0.947
MD,058,MGK-264,0.4307
MD,065,Parathion ethyl,0.096
MD,070,Piperonyl butoxide,17.7546
MD,075,Pyrethrins,0.024
MD,083,O-Phenylphenol,108.6732
MD,090,Toxaphene,0.0543
MD,102,Carbaryl,670.4679
MD,104,Dodine,0.0073
MD,107,Ethion,0.015
MD,111,Ethoxyquin,10.413
MD,114,Chlorpropham,606.1273
MD,124,Coumaphos,0.0196
MD,125,Diphenylamine (DPA),127.6301
MD,129,Linuron,8.7882
MD,130,Trichlorfon,0.0028
MD,134,DCPA,6.888
MD,143,Heptachlor epoxide,0.0624
MD,144,Dicloran,145.5317
MD,149,Simazine,5328.82
MD,151,Trifluralin,2.9121
MD,153,Bromacil,36.0
MD,155,Dicamba,185.0
MD,157,Thiabendazole,368.3402
MD,159,Methomyl,50.760600000000004
MD,160,Chlorpyrifos,8.3874
MD,164,Chlorothalonil,38.8692
MD,165,Phosmet,32.094
MD,166,Phosalone,0.018000000000000002
MD,168,Aldicarb sulfone,0.155
MD,169,Aldicarb sulfoxide,0.8461
MD,170,Methamidophos,36.8702
MD,171,Dimethoate,25.366500000000002
MD,172,Chlordane trans,0.0805
MD,173,Chlordane cis,0.1169
MD,175,Ethoprop,0.0436
MD,178,Omethoate,9.1672
MD,180,Carbofuran,6.1373
MD,181,Metribuzin,0.2438
MD,189,Phorate sulfone,0.078
MD,190,Phorate sulfoxide,0.01
MD,192,Benomyl,11.674
MD,195,Methiocarb,0.001
MD,197,Methidathion,0.026000000000000002
MD,200,EPTC,0.027
MD,204,Acephate,94.4806
MD,206,Nonachlor trans,0.0019
MD,207,Nonachlor cis,0.0011
MD,208,Malathion oxygen analog,0.1686
MD,219,Oxydemeton methyl,0.06860000000000001
MD,222,Permethrin cis,161.507
MD,223,Permethrin trans,189.0033
MD,224,Profenofos,0.3278
MD,227,Alachlor,30.0
MD,230,Pendimethalin,0.3855
MD,231,Iprodione metabolite isomer,26.757
MD,235,Chlorpyrifos methyl,1.0514000000000001
MD,237,Phosmet oxygen analog,0.1011
MD,239,Bensulide,0.0926
MD,245,Oxydemeton methyl sulfone,0.0036
MD,249,Prometryn,0.1426
MD,253,"Dicofol o,p'",0.5895
MD,254,"Dicofol p,p'",6.7335
MD,255,Cyromazine,1.2230999999999999
MD,264,Propiconazole,58.918800000000005
MD,271,Fenarimol,0.1
MD,275,"Methoxychlor p,p'",0.40700000000000003
MD,283,Metolachlor,6409.0422
MD,292,Fluazifop butyl,0.002
MD,297,Fluvalinate,0.0058
MD,300,DDE,0.20900000000000002
MD,304,Quintozene (PCNB),0.0954
MD,305,Atrazine,12024.9954
