STATE,Pesticide Code,Pesticide Name,Average_Concentration
CO,B64,Fenamidone,0.35428055555555554
CO,B68,Thiacloprid,0.012176470588235296
CO,B72,Tetraconazole,0.020602941176470588
CO,B73,Fenazaquin,0.04945
CO,B75,Boscalid,0.07599767441860465
CO,B77,Dimethomorph,0.3045066666666667
CO,B79,Trifloxystrobin,0.01613448275862069
CO,B80,Acetamiprid,0.031672121212121214
CO,B82,Bifenazate,0.09832083333333334
CO,B84,Etoxazole,0.008308571428571429
CO,B85,Spirodiclofen,0.031212280701754386
CO,G03,Pydiflumetofen,0.0348
CT,967,Imidacloprid,10.0
CT,ACB,Imazapyr,4.2
DC,026,"2,4-D",54.58857142857143
DC,032,Diuron,12.34
DC,102,Carbaryl,20.0
DC,149,Simazine,23.611868131868132
DC,153,Bromacil,10.55
DC,180,Carbofuran,1.0
DC,264,Propiconazole,5.7
DC,283,Metolachlor,23.621348314606745
DC,305,Atrazine,73.6532967032967
DC,318,MCPA,39.483333333333334
DC,666,Carbendazim (MBC),3.727272727272727
DC,731,Triclopyr,11.396296296296295
DC,758,Bentazon,7.1
DC,780,Tebuthiuron,1.025925925925926
DC,785,Desisopropyl atrazine,31.241573033707866
DC,942,Prometon,6.308641975308642
DC,964,Desethyl atrazine,77.66333333333333
DC,967,Imidacloprid,6.437037037037038
DC,A25,Dichlorprop,7.5
DC,A42,Mecoprop (MCPP),35.5
DC,A58,Tebuconazole,5.3
DC,A82,Fipronil,2.9000000000000004
DC,ABN,Acetochlor ethanesulfonic acid (ESA),16.88888888888889
DC,ABO,Acetochlor oxanilic acid (OA),20.0
DC,ABP,Alachlor ethanesulfonic acid (ESA),14.651724137931033
DC,ABQ,Alachlor oxanilic acid (OA),1.02
DC,ACB,Imazapyr,1.9259259259259258
DC,ACD,Imazethapyr,4.0
DC,ACG,Metolachlor ethanesulfonic acid (ESA),186.41304347826087
DC,ACH,Metolachlor oxanilic acid (OA),25.440449438202243
DC,ACT,Siduron,4.3
DC,ADD,Dimethenamid,1.0
DC,AED,Hydroxy atrazine,8.4
DE,165,Phosmet,0.0807
DE,964,Desethyl atrazine,17.0
DE,AAX,Ethion mono oxon,0.0072
DE,ACB,Imazapyr,4.2
DE,ACG,Metolachlor ethanesulfonic acid (ESA),26.3
FL,002,Allethrin,0.023857142857142858
FL,011,Captan,0.5044229333333333
FL,014,Chlordanes Total,0.0167
FL,022,DDT,0.015000000000000001
FL,024,Diazinon,0.2837331550802139
FL,026,"2,4-D",64.92765048543689
FL,028,Dieldrin,0.012994052044609666
FL,032,Diuron,7.117651785714286
FL,034,Endrin,0.004880000000000001
FL,042,Azinphos methyl,0.06307628541448058
FL,047,Dicofol Total,0.28385
FL,050,Lindane (BHC gamma),0.006000000000000001
FL,052,Malathion,0.1332284836065574
FL,055,Methoxychlor Total,0.18483333333333332
FL,057,Parathion methyl,0.02232
FL,058,MGK-264,0.01969464285714286
FL,065,Parathion ethyl,0.008357142857142856
FL,069,Mevinphos Total,0.02375
FL,070,Piperonyl butoxide,0.06510391061452514
FL,083,O-Phenylphenol,0.30793450834879404
FL,087,DDD (TDE),0.005
FL,090,Toxaphene,0.09589090909090908
FL,102,Carbaryl,0.19977722222222222
FL,104,Dodine,0.020200000000000003
FL,107,Ethion,0.07181666666666667
FL,111,Ethoxyquin,0.1567227272727273
FL,114,Chlorpropham,1.50957015130674
FL,115,Endosulfans Total,0.08706666666666667
FL,124,Coumaphos,0.001475
FL,125,Diphenylamine (DPA),0.3187612141652614
FL,126,Folpet,0.0314
FL,129,Linuron,0.03360531400966183
FL,134,DCPA,0.017144940476190477
FL,143,Heptachlor epoxide,0.005228571428571429
FL,144,Dicloran,0.3907585680751174
FL,149,Simazine,1.0459121212121212
FL,151,Trifluralin,0.029877857142857144
FL,153,Bromacil,786.5053684210526
FL,157,Thiabendazole,0.2800302688953488
FL,159,Methomyl,0.13870970266040689
FL,160,Chlorpyrifos,0.02454813384813385
FL,164,Chlorothalonil,0.13605625
FL,165,Phosmet,0.1077298866855524
FL,166,Phosalone,0.002
FL,168,Aldicarb sulfone,0.0216
FL,169,Aldicarb sulfoxide,0.07522954545454547
FL,170,Methamidophos,0.05443808962264151
FL,171,Dimethoate,0.08241006564551423
FL,172,Chlordane trans,0.004425
FL,173,Chlordane cis,0.00874
FL,175,Ethoprop,0.005716666666666666
FL,176,Tetrachlorvinphos,0.0067
FL,178,Omethoate,0.035059016393442624
FL,180,Carbofuran,7.514925
FL,181,Metribuzin,0.01734375
FL,189,Phorate sulfone,0.05228571428571429
FL,190,Phorate sulfoxide,0.052625
FL,192,Benomyl,0.2518960396039604
FL,197,Methidathion,0.011117647058823529
FL,200,EPTC,0.017349999999999997
FL,203,Phosphamidon,0.055
FL,204,Acephate,0.17725412735849055
FL,206,Nonachlor trans,0.0014
FL,207,Nonachlor cis,0.0014
FL,208,Malathion oxygen analog,0.0051916666666666665
FL,216,Disulfoton sulfone,0.0035
FL,217,DEF (Tribufos),0.0018
FL,219,Oxydemeton methyl,0.01530909090909091
FL,222,Permethrin cis,0.30855910596026487
FL,223,Permethrin trans,0.3095758445945946
FL,224,Profenofos,0.333495
FL,227,Alachlor,8.74
FL,230,Pendimethalin,0.007164516129032258
FL,231,Iprodione metabolite isomer,0.38957757009345795
FL,232,Cycloate,0.001
FL,235,Chlorpyrifos methyl,0.028235135135135134
FL,237,Phosmet oxygen analog,0.06580625000000001
FL,239,Bensulide,0.0045
FL,245,Oxydemeton methyl sulfone,0.008142857142857143
FL,249,Prometryn,0.015353571428571428
FL,253,"Dicofol o,p'",0.051386046511627904
FL,254,"Dicofol p,p'",0.109815625
FL,255,Cyromazine,0.050477073170731704
FL,264,Propiconazole,0.0832845665961945
FL,271,Fenarimol,0.06475
FL,275,"Methoxychlor p,p'",0.014572727272727272
FL,276,Methoxychlor olefin,0.008633333333333333
FL,283,Metolachlor,1.5496029411764707
FL,297,Fluvalinate,0.002332
FL,299,Diclofop methyl,0.0011
FL,300,DDE,0.022912280701754387
FL,304,Quintozene (PCNB),0.005497777777777778
FL,305,Atrazine,13.882536764705883
FL,318,MCPA,1.3
FL,321,Hexachlorobenzene (HCB),0.05930909090909091
FL,338,Dichlorvos (DDVP),0.07102272727272728
FL,343,Monocrotophos,0.023
FL,349,Oxychlordane,0.011
FL,351,Pentachloroaniline (PCA),0.006205263157894737
FL,382,1-Naphthol,0.22476938775510205
FL,387,Pentachlorobenzene (PCB),0.009056
FL,388,Pentachlorophenyl methyl sulfide,0.00828
FL,512,3-Hydroxycarbofuran,0.0047888888888888885
FL,529,Vinclozolin,0.1031433962264151
FL,536,Triazophos,0.002
FL,537,Oxamyl,0.06356053511705685
FL,539,Permethrin Total,1.8612346883468835
FL,540,Pronamide,0.005325
FL,546,Fenvalerate,0.03234
FL,556,Resmethrin,0.013
FL,562,Pirimiphos methyl,0.007066666666666666
FL,593,Procymidone,0.0825
FL,594,Napropamide,0.050499999999999996
FL,597,Cypermethrin,0.343884022556391
FL,604,Imazalil,0.09548451492537315
FL,607,Metalaxyl/Mefenoxam,8.93788485915493
FL,608,Triadimefon,0.011426923076923076
FL,611,Thiophanate methyl,0.03339583333333333
FL,612,Deltamethrin  (includes parent Tralomethrin),0.023283505154639176
FL,620,MCPB,5.0
FL,623,Propargite,0.31349520547945203
FL,624,Tetrahydrophthalimide (THPI),0.2175378048780488
FL,625,Oxadiazon,0.0030499999999999998
FL,626,Iprodione,0.6714667154352597
FL,633,Hexazinone,11.2
FL,636,Propetamphos,0.0523
FL,638,Triadimenol,0.018279999999999998
FL,639,Fenbutatin oxide,0.11792857142857142
FL,651,Diflubenzuron,0.026623529411764706
FL,658,Bendiocarb,0.017
FL,666,Carbendazim (MBC),0.04150435754189944
FL,679,Myclobutanil,0.12829018952062432
FL,699,Clofentezine,0.013483333333333333
FL,713,Oxyfluorfen,0.0017
FL,714,Esfenvalerate,0.025505555555555556
FL,719,Clomazone,0.0014
FL,720,Norflurazon desmethyl,0.38175
FL,722,Etridiazole,0.0063
FL,723,Formetanate hydrochloride,0.060288800000000003
FL,730,Ethephon,0.32154054054054054
FL,731,Triclopyr,7.105970149253731
FL,736,Fluridone,0.00445
FL,740,Bensulide oxygen analog,0.005
FL,745,Fenamiphos sulfone,0.006
FL,746,Fenamiphos sulfoxide,0.008775
FL,758,Bentazon,31.645384615384618
FL,769,Azinphos methyl oxygen analog,0.0027
FL,779,Parathion methyl oxygen analog,0.01
FL,780,Tebuthiuron,2.1044565217391304
FL,781,Cyfluthrin,0.16479467455621302
FL,784,Desethyl-desisopropyl atrazine,41.0
FL,785,Desisopropyl atrazine,12.979999999999999
FL,791,Phenmedipham,0.11120000000000001
FL,804,Tricyclazole,0.10966250000000001
FL,808,Fenpropathrin,0.11360318021201414
FL,848,Phenothrin,0.029
FL,855,Isoprothiolane,0.034249999999999996
FL,856,Fenobucarb (BPMC),0.0059
FL,877,Cymoxanil,0.0765
FL,886,Fenpropimorph,0.006500000000000001
FL,900,Endosulfan I,0.022166243194192376
FL,901,Endosulfan II,0.02064610894941634
FL,902,Endosulfan sulfate,0.03364043668122271
FL,903,BHC alpha,0.0012
FL,904,BHC beta,0.005233333333333333
FL,906,"DDT p,p'",0.0045636363636363635
FL,907,"DDT o,p'",0.002935
FL,908,"DDD p,p'",0.014035238095238095
FL,909,"DDD o,p'",0.003196875
FL,910,"DDE p,p'",0.011106188605108055
FL,911,"DDE o,p'",0.0022285714285714283
FL,930,Bifenthrin,0.03581537162162162
FL,942,Prometon,1.2332323232323232
FL,943,Thiodicarb,0.003
FL,950,Flusilazole,0.0017
FL,954,Hexaconazole,0.01
FL,956,Penconazole,0.0067
FL,964,Desethyl atrazine,7.886238532110092
FL,967,Imidacloprid,0.03349684300341297
FL,A22,Cyproconazole,0.017
FL,A25,Dichlorprop,2.8
FL,A30,Fenbuconazole,0.025356666666666666
FL,A42,Mecoprop (MCPP),0.52
FL,A47,Oxamyl oxime,0.10941196581196581
FL,A58,Tebuconazole,0.12235555555555556
FL,A61,Triflumizole,0.02543478260869565
FL,A68,"1,2,4-Triazole",0.005
FL,A82,Fipronil,0.26763846153846155
FL,ABB,Spinosad,0.028147894736842104
FL,ABC,Spinosad A,0.04893684210526316
FL,ABD,Spinosad D,0.019367605633802815
FL,ABF,Pymetrozine,0.010616666666666668
FL,ABG,Tebufenozide,0.04500697674418605
FL,ABN,Acetochlor ethanesulfonic acid (ESA),25.575
FL,ABP,Alachlor ethanesulfonic acid (ESA),459.1620689655173
FL,ABQ,Alachlor oxanilic acid (OA),252.35933333333335
FL,ACB,Imazapyr,67.7874193548387
FL,ACC,Imazaquin,5.933333333333334
FL,ACG,Metolachlor ethanesulfonic acid (ESA),13.026364485981308
FL,ACH,Metolachlor oxanilic acid (OA),107.7
FL,ACI,Metsulfuron methyl,2.5
FL,ACP,Sulfometuron methyl,7.3500000000000005
FL,ACV,Methoprene,0.043
FL,ACZ,Imazapic,9.275
FL,ADC,Prallethrin,0.06485294117647059
FL,ADE,Esfenvalerate+Fenvalerate Total,0.043206870229007634
FL,ADG,Indoxacarb,0.08194791666666666
FL,ADH,Cyphenothrin,0.102
FL,ADI,Etofenprox,0.07075000000000001
FL,ADK,Imiprothrin,0.0893
FL,ADW,Triazole alanine (TA),0.04703853211009174
FL,ADX,Triazole acetic acid (TAA),0.037677108433734945
FL,AEC,Hydroprene,0.0218
FL,AED,Hydroxy atrazine,28.54513846153846
FL,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.025697613365155133
FL,AEM,"Cyhalothrin, Lambda",0.012036363636363637
FL,AEN,"Cyhalothrin, Lambda epimer R157836",0.01
FL,AEP,Clothianidin,0.034914233576642334
FL,AES,Methoxyfenozide,0.1258641638225256
FL,AEW,Famoxadone,0.47034588235294117
FL,AFC,Heptachlor epoxide cis,0.007
FL,AFF,Flumioxazin,0.008433333333333333
FL,AFM,Flutriafol,0.019981935483870967
FL,AFO,Dinotefuran,0.05937050147492625
FL,AFS,Fenpyroximate,0.023603603603603605
FL,AFU,Propamocarb hydrochloride,0.1762935483870968
FL,AFW,Spiromesifen Total (parent + enol metabolite),0.036559999999999995
FL,AFX,Novaluron,0.03367794676806084
FL,AFZ,"2,6-DIPN",0.23866666666666667
FL,AGA,Cyazofamid,0.2414741379310345
FL,AGG,Flonicamid,0.17482375478927203
FL,AGH,Emamectin benzoate,0.01875
FL,AGJ,Fluoxastrobin,0.01323
FL,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.021640625
FL,AGT,Spiromesifen,0.029701587301587302
FL,AGW,Chlorantraniliprole,0.07572125668449198
FL,AGX,Mandipropamid,0.6651519337016575
FL,AGY,Spinetoram,0.028746933333333335
FL,AHF,Imidacloprid urea,0.019033333333333333
FL,AHM,Spirotetramat,0.016215139442231078
FL,AHS,Flubendiamide,0.07558592592592593
FL,AHT,Fluopicolide,0.28071266233766234
FL,AHU,Pyridalyl,0.64
FL,AHW,Disulfoton sulfoxide oxygen analog,0.0034
FL,AJO,Clethodim sulfoxide,0.04865
FL,AJP,Indaziflam,0.003
FL,AJY,Spiroxamine,0.005216666666666667
FL,AKC,Ametoctradin,0.8350918032786886
FL,AKD,Penthiopyrad,0.06594085106382978
FL,AKG,Fluopyram,0.025466204986149585
FL,AKS,Acequinocyl,0.8329090909090909
FL,AKU,Cyflufenamid,0.012363636363636363
FL,AKW,Fluxapyroxad,0.02938305084745763
FL,ALG,Thymol,0.05533333333333334
FL,ALS,Sulfoxaflor,0.31525
FL,ALV,Spiromesifen alcohol,0.02499565217391304
FL,AMB,Cyantraniliprole,0.12088965517241379
FL,AMC,Cyflumetofen,0.040850000000000004
FL,AMF,Fenpropidin,0.0017
FL,ANC,Tolfenpyrad,0.08004821428571429
FL,AND,Propamocarb,0.09454691358024692
FL,ANE,Flupyradifurone,0.17132937062937062
FL,ANF,Metrafenone,0.019323076923076922
FL,ANH,Isofetamid,0.01446
FL,AOG,Imidacloprid desnitro,0.0023
FL,AOK,Imidacloprid olefin,0.0016
FL,B10,Hexythiazox,0.039085714285714286
FL,B13,Chlorfenapyr,0.04914827586206896
FL,B16,Pyrimethanil,0.4500340314136126
FL,B21,Carfentrazone ethyl,0.007124999999999999
FL,B22,Cyprodinil,0.1412588502269289
FL,B23,Fludioxonil,0.4174951419558359
FL,B24,Pyriproxyfen,0.020553333333333333
FL,B28,5-Hydroxythiabendazole,0.009833333333333335
FL,B32,Forchlorfenuron,0.0033
FL,B41,Fenhexamid,0.1855373033707865
FL,B42,Kresoxim-methyl,0.01180909090909091
FL,B43,Thiamethoxam,0.021383275261324042
FL,B44,Zoxamide,0.027039999999999998
FL,B46,Clopyralid,0.2582391304347826
FL,B48,Azoxystrobin,0.1069080065359477
FL,B52,Buprofezin,0.05226798679867987
FL,B53,Epoxiconazole,0.0022199999999999998
FL,B56,Pyridaben,0.018361290322580645
FL,B57,Quinoxyfen,0.011445495495495497
FL,B58,Difenoconazole,0.0372384074941452
FL,B61,Pyraclostrobin,0.05755072372561359
FL,B63,Flutolanil,0.00555
FL,B64,Fenamidone,0.5288653543307086
FL,B68,Thiacloprid,0.025175974025974025
FL,B72,Tetraconazole,0.016097
FL,B73,Fenazaquin,0.13143749999999998
FL,B75,Boscalid,0.1152756345177665
FL,B77,Dimethomorph,0.2190227074235808
FL,B79,Trifloxystrobin,0.015686094674556214
FL,B80,Acetamiprid,0.05953143759873618
FL,B82,Bifenazate,0.11258297872340427
FL,B84,Etoxazole,0.01035
FL,B85,Spirodiclofen,0.03562621359223301
FL,C90,Ethaboxam,0.023433333333333334
FL,F00,Prothioconazole desthio,0.0025250000000000003
FL,F12,Pyriofenone,0.024175
FL,F40,Cyclaniliprole,0.0166
FL,F53,Benzovindiflupyr,0.00332
FL,F56,Oxathiapiprolin,0.00324
FL,F87,Afidopyropen ,0.0017
FL,F96,Flutianil,0.0051
FL,G03,Pydiflumetofen,0.03078095238095238
FL,G21,Mefentrifluconazole,0.0017
GA,024,Diazinon,0.02816
GA,026,"2,4-D",3.366474820143885
GA,028,Dieldrin,0.0048
GA,032,Diuron,12.866666666666665
GA,058,MGK-264,0.005
GA,070,Piperonyl butoxide,0.0075
GA,102,Carbaryl,3.333933333333333
GA,149,Simazine,49.44587234042554
GA,153,Bromacil,6.75
GA,168,Aldicarb sulfone,0.0043
GA,195,Methiocarb,0.0059
GA,227,Alachlor,161.0
GA,283,Metolachlor,18.0
GA,305,Atrazine,17.272995780590715
GA,318,MCPA,1.8260434782608697
GA,596,Norflurazon,47.53636363636363
GA,607,Metalaxyl/Mefenoxam,21.2475
GA,701,Fluometuron,7.0
GA,731,Triclopyr,4.020833333333333
GA,758,Bentazon,0.525
GA,780,Tebuthiuron,1.7088085106382978
GA,785,Desisopropyl atrazine,15.721710526315789
GA,910,"DDE p,p'",0.00645
GA,942,Prometon,1.5584699453551911
GA,964,Desethyl atrazine,3.733469387755102
GA,967,Imidacloprid,2.5
GA,A42,Mecoprop (MCPP),1.082
GA,A82,Fipronil,0.001
GA,ABN,Acetochlor ethanesulfonic acid (ESA),16.0
GA,ABO,Acetochlor oxanilic acid (OA),15.0
GA,ABP,Alachlor ethanesulfonic acid (ESA),479.4
GA,ABQ,Alachlor oxanilic acid (OA),167.505
GA,ACB,Imazapyr,5.741203703703703
GA,ACG,Metolachlor ethanesulfonic acid (ESA),30.806382978723402
GA,ACH,Metolachlor oxanilic acid (OA),223.4333333333333
GA,ACM,Nicosulfuron,2.8
GA,ACP,Sulfometuron methyl,7.5200000000000005
GA,ACZ,Imazapic,2.5
GA,AED,Hydroxy atrazine,4.542068965517242
GA,AEY,Dimethenamid oxanilic acid (OA),1.05
GA,AEZ,Flufenacet oxanilic acid (OA),21.3
GA,AFA,Propachlor oxanilic acid (OA),5.0
GA,B23,Fludioxonil,62.4
GA,B46,Clopyralid,9.35
HI,305,Atrazine,6.0
HI,964,Desethyl atrazine,28.0
IA,026,"2,4-D",22.67046
IA,028,Dieldrin,0.0081
IA,032,Diuron,183.0
IA,070,Piperonyl butoxide,0.0075
IA,102,Carbaryl,0.0013571428571428571
IA,143,Heptachlor epoxide,0.0052
IA,149,Simazine,8.360086956521739
IA,153,Bromacil,16.0
IA,164,Chlorothalonil,0.0075
IA,227,Alachlor,16.3
IA,283,Metolachlor,31.156021978021975
IA,305,Atrazine,85.12329126213592
IA,318,MCPA,12.0
IA,329,Picloram,50.0
IA,333,Propazine,7.5
IA,382,1-Naphthol,0.005
IA,731,Triclopyr,10.0
IA,758,Bentazon,2.8341463414634145
IA,780,Tebuthiuron,1.961111111111111
IA,785,Desisopropyl atrazine,24.21760714285714
IA,807,Acetochlor,160.84542857142856
IA,910,"DDE p,p'",0.0018
IA,942,Prometon,3.017144736842105
IA,964,Desethyl atrazine,44.2875
IA,967,Imidacloprid,6.1
IA,A42,Mecoprop (MCPP),1.082
IA,ABN,Acetochlor ethanesulfonic acid (ESA),54.02268493150685
IA,ABO,Acetochlor oxanilic acid (OA),44.869014925373136
IA,ABP,Alachlor ethanesulfonic acid (ESA),30.256363636363634
IA,ABQ,Alachlor oxanilic acid (OA),9.355555555555556
IA,ACB,Imazapyr,3.1275
IA,ACD,Imazethapyr,4.131
IA,ACG,Metolachlor ethanesulfonic acid (ESA),94.5695238095238
IA,ACH,Metolachlor oxanilic acid (OA),27.204491228070175
IA,ADD,Dimethenamid,4.347368421052631
IA,AED,Hydroxy atrazine,37.833
IA,AEY,Dimethenamid oxanilic acid (OA),5.9
IA,B46,Clopyralid,24.0
IA,B72,Tetraconazole,3.164
ID,028,Dieldrin,0.0022
ID,032,Diuron,15.0
ID,143,Heptachlor epoxide,0.0020499999999999997
ID,149,Simazine,7.1
ID,153,Bromacil,367.5
ID,305,Atrazine,2.5196
ID,321,Hexachlorobenzene (HCB),0.0015
ID,753,Imazamethabenz methyl,0.516
ID,758,Bentazon,0.3
ID,780,Tebuthiuron,0.35
ID,784,Desethyl-desisopropyl atrazine,25.0
ID,902,Endosulfan sulfate,0.002
ID,910,"DDE p,p'",0.007488888888888889
ID,942,Prometon,8.247
ID,964,Desethyl atrazine,6.372
ID,967,Imidacloprid,31.0
ID,ABP,Alachlor ethanesulfonic acid (ESA),11.0075
ID,ABQ,Alachlor oxanilic acid (OA),1.016
ID,ACB,Imazapyr,33.94416666666667
ID,ACG,Metolachlor ethanesulfonic acid (ESA),45.1165
ID,ACH,Metolachlor oxanilic acid (OA),16.664
ID,ACI,Metsulfuron methyl,13.0
ID,AEE,Imazamethabenz acid,2.2
ID,B46,Clopyralid,5.661
IL,026,"2,4-D",33.04729281767956
IL,028,Dieldrin,0.0041
IL,032,Diuron,30.653846153846153
IL,052,Malathion,76.0
IL,061,Neburon,61.0
IL,102,Carbaryl,38.0
IL,129,Linuron,64.0
IL,143,Heptachlor epoxide,0.0013
IL,148,Phorate,78.0
IL,149,Simazine,46.982056074766355
IL,153,Bromacil,27.0
IL,171,Dimethoate,7.5
IL,178,Omethoate,1.05
IL,205,Terbufos,89.0
IL,249,Prometryn,19.21
IL,264,Propiconazole,10.0
IL,283,Metolachlor,54.3222891566265
IL,305,Atrazine,256.8434554973822
IL,318,MCPA,2.3055555555555554
IL,329,Picloram,78.0
IL,333,Propazine,9.045454545454545
IL,341,Propanil,130.0
IL,607,Metalaxyl/Mefenoxam,5.0
IL,621,Tri Allate,120.0
IL,717,Chlorimuron ethyl,25.333333333333332
IL,726,Thiobencarb,71.0
IL,731,Triclopyr,3.511111111111111
IL,753,Imazamethabenz methyl,19.0
IL,758,Bentazon,1.7653731343283583
IL,780,Tebuthiuron,0.6824137931034483
IL,784,Desethyl-desisopropyl atrazine,69.0
IL,785,Desisopropyl atrazine,40.7241935483871
IL,807,Acetochlor,37.89047619047619
IL,910,"DDE p,p'",0.0093
IL,942,Prometon,2.7598795180722893
IL,964,Desethyl atrazine,65.182
IL,967,Imidacloprid,2.8000000000000003
IL,A58,Tebuconazole,150.0
IL,AAU,Flumetsulam,33.0
IL,ABN,Acetochlor ethanesulfonic acid (ESA),336.9685863874345
IL,ABO,Acetochlor oxanilic acid (OA),357.3821989528796
IL,ABP,Alachlor ethanesulfonic acid (ESA),10.94863387978142
IL,ABQ,Alachlor oxanilic acid (OA),4.560131578947368
IL,ACA,Imazamox,24.0
IL,ACB,Imazapyr,1.7307692307692308
IL,ACC,Imazaquin,47.0
IL,ACD,Imazethapyr,2.509090909090909
IL,ACG,Metolachlor ethanesulfonic acid (ESA),389.9633507853403
IL,ACH,Metolachlor oxanilic acid (OA),128.29166666666666
IL,ACT,Siduron,23.0
IL,ADD,Dimethenamid,1.2606060606060607
IL,AEB,Dimethenamid/Dimethenamid P,105.65555555555555
IL,AED,Hydroxy atrazine,73.65368421052632
IL,AEP,Clothianidin,8.0
IL,AEY,Dimethenamid oxanilic acid (OA),15.584285714285716
IL,B46,Clopyralid,17.37272727272727
IL,B72,Tetraconazole,84.0
IN,026,"2,4-D",258.0151515151515
IN,032,Diuron,23.714285714285715
IN,046,Monuron,185.0
IN,052,Malathion,331.0
IN,102,Carbaryl,0.0014
IN,149,Simazine,86.34892857142857
IN,153,Bromacil,33.666666666666664
IN,181,Metribuzin,56.25
IN,227,Alachlor,16.3
IN,249,Prometryn,231.0
IN,264,Propiconazole,10.0
IN,283,Metolachlor,223.05263157894737
IN,305,Atrazine,260.5
IN,318,MCPA,17.0
IN,333,Propazine,7.5
IN,666,Carbendazim (MBC),4.75
IN,675,Propachlor,287.0
IN,679,Myclobutanil,83.0
IN,717,Chlorimuron ethyl,38.391304347826086
IN,726,Thiobencarb,112.0
IN,731,Triclopyr,130.4
IN,758,Bentazon,2.8521739130434782
IN,780,Tebuthiuron,3.829166666666667
IN,784,Desethyl-desisopropyl atrazine,50.0
IN,785,Desisopropyl atrazine,81.86279069767441
IN,807,Acetochlor,106.56363636363636
IN,930,Bifenthrin,8.0
IN,942,Prometon,18.09512195121951
IN,964,Desethyl atrazine,117.125
IN,967,Imidacloprid,4.492857142857143
IN,A25,Dichlorprop,8.266666666666667
IN,ABN,Acetochlor ethanesulfonic acid (ESA),156.7058823529412
IN,ABO,Acetochlor oxanilic acid (OA),170.20212765957447
IN,ABP,Alachlor ethanesulfonic acid (ESA),71.44561403508771
IN,ABQ,Alachlor oxanilic acid (OA),17.352941176470587
IN,ACA,Imazamox,64.0
IN,ACB,Imazapyr,4.2
IN,ACC,Imazaquin,8.0
IN,ACD,Imazethapyr,11.457142857142857
IN,ACG,Metolachlor ethanesulfonic acid (ESA),460.45099999999996
IN,ACH,Metolachlor oxanilic acid (OA),272.09375
IN,ACM,Nicosulfuron,21.0
IN,ACP,Sulfometuron methyl,23.333333333333332
IN,ADD,Dimethenamid,3.888888888888889
IN,B30,Flufenacet,75.0
KS,026,"2,4-D",57.990893203883495
KS,028,Dieldrin,0.00465
KS,046,Monuron,7.492
KS,149,Simazine,1.5444347826086955
KS,153,Bromacil,9.8
KS,155,Dicamba,111.555
KS,227,Alachlor,13.0
KS,249,Prometryn,0.28
KS,283,Metolachlor,40.36457222222222
KS,305,Atrazine,282.9811881188119
KS,318,MCPA,3.1186875
KS,321,Hexachlorobenzene (HCB),0.0016
KS,324,Dichlobenil,11.2
KS,329,Picloram,50.88583333333333
KS,333,Propazine,6.931034482758621
KS,349,Oxychlordane,7.0
KS,539,Permethrin Total,0.01465
KS,607,Metalaxyl/Mefenoxam,5.0
KS,717,Chlorimuron ethyl,25.520714285714288
KS,731,Triclopyr,16.913857142857143
KS,758,Bentazon,0.4017857142857143
KS,780,Tebuthiuron,0.85140625
KS,785,Desisopropyl atrazine,26.037636363636363
KS,807,Acetochlor,45.50625
KS,906,"DDT p,p'",0.0161
KS,908,"DDD p,p'",0.0046
KS,910,"DDE p,p'",0.006318867924528302
KS,930,Bifenthrin,0.00155
KS,942,Prometon,1.6828144329896908
KS,964,Desethyl atrazine,117.51115819209039
KS,967,Imidacloprid,10.3
KS,ABN,Acetochlor ethanesulfonic acid (ESA),26.166326530612245
KS,ABO,Acetochlor oxanilic acid (OA),37.60927835051546
KS,ABP,Alachlor ethanesulfonic acid (ESA),12.411956521739132
KS,ABQ,Alachlor oxanilic acid (OA),11.168
KS,ACB,Imazapyr,2.0
KS,ACD,Imazethapyr,4.066666666666666
KS,ACG,Metolachlor ethanesulfonic acid (ESA),43.69
KS,ACH,Metolachlor oxanilic acid (OA),40.178189473684206
KS,ACI,Metsulfuron methyl,5.247058823529412
KS,ADP,Triasulfuron,5.2
KS,AEB,Dimethenamid/Dimethenamid P,7.373684210526315
KS,AED,Hydroxy atrazine,84.699
KS,AEF,Thifensulfuron,14.8
KS,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0030545454545454543
KS,AEY,Dimethenamid oxanilic acid (OA),3.3766666666666665
KY,026,"2,4-D",60.041964285714286
KY,032,Diuron,28.31549019607843
KY,102,Carbaryl,0.00825
KY,149,Simazine,50.0
KY,283,Metolachlor,25.0
KY,305,Atrazine,148.32413793103447
KY,318,MCPA,2.5
KY,382,1-Naphthol,0.00375
KY,607,Metalaxyl/Mefenoxam,4.2
KY,731,Triclopyr,72.77000000000001
KY,784,Desethyl-desisopropyl atrazine,25.0
KY,785,Desisopropyl atrazine,83.0
KY,910,"DDE p,p'",0.0015
KY,964,Desethyl atrazine,58.66896551724138
KY,ACB,Imazapyr,4.2
KY,ACG,Metolachlor ethanesulfonic acid (ESA),38.35
KY,ACH,Metolachlor oxanilic acid (OA),19.65555555555556
KY,AED,Hydroxy atrazine,46.58620689655172
KY,AEP,Clothianidin,12.5
KY,AEQ,Thifensulfuron methyl,8.0
KY,B48,Azoxystrobin,5.0
LA,026,"2,4-D",71.03108
LA,028,Dieldrin,0.0048
LA,032,Diuron,120.2631914893617
