city_ascii,state_id,county_name,lat,lng
New York,NY,Queens,40.6943,-73.9249
Los Angeles,CA,Los Angeles,34.1141,-118.4068
Chicago,IL,Cook,41.8375,-87.6866
Miami,FL,Miami-Dade,25.784,-80.2101
Houston,TX,Harris,29.786,-95.3885
Dallas,TX,Dallas,32.7935,-96.7667
Philadelphia,PA,Philadelphia,40.0077,-75.1339
Atlanta,GA,Fulton,33.7628,-84.422
Washington,DC,District of Columbia,38.9047,-77.0163
Boston,MA,Suffolk,42.3188,-71.0852
Phoenix,AZ,Maricopa,33.5722,-112.0892
Detroit,MI,Wayne,42.3834,-83.1024
Seattle,WA,King,47.6211,-122.3244
San Francisco,CA,San Francisco,37.7558,-122.4449
San Diego,CA,San Diego,32.8313,-117.1222
Minneapolis,MN,Hennepin,44.9635,-93.2678
Tampa,FL,Hillsborough,27.9945,-82.4447
Brooklyn,NY,Kings,40.6501,-73.9496
Denver,CO,Denver,39.762,-104.8758
Queens,NY,Queens,40.7498,-73.7976
Riverside,CA,Riverside,33.9381,-117.3949
Las Vegas,NV,Clark,36.2333,-115.2654
Baltimore,MD,Baltimore,39.3051,-76.6144
St. Louis,MO,St. Louis,38.6359,-90.2451
Portland,OR,Multnomah,45.5371,-122.65
San Antonio,TX,Bexar,29.4632,-98.5238
Sacramento,CA,Sacramento,38.5677,-121.4685
Austin,TX,Travis,30.3005,-97.7522
Orlando,FL,Orange,28.4773,-81.337
San Juan,PR,San Juan,18.3985,-66.061
San Jose,CA,Santa Clara,37.3012,-121.848
Pittsburgh,PA,Allegheny,40.4397,-79.9763
Indianapolis,IN,Marion,39.7771,-86.1458
Manhattan,NY,New York,40.7834,-73.9662
Cincinnati,OH,Hamilton,39.1413,-84.506
Kansas City,MO,Jackson,39.1238,-94.5541
Cleveland,OH,Cuyahoga,41.4764,-81.6805
Columbus,OH,Franklin,39.9862,-82.9855
Bronx,NY,Bronx,40.8501,-73.8662
Virginia Beach,VA,Virginia Beach,36.7335,-76.0435
Charlotte,NC,Mecklenburg,35.2083,-80.8303
Milwaukee,WI,Milwaukee,43.0642,-87.9675
Providence,RI,Providence,41.823,-71.4187
Jacksonville,FL,Duval,30.3322,-81.6749
Nashville,TN,Davidson,36.1715,-86.7842
Salt Lake City,UT,Salt Lake,40.7776,-111.9311
Raleigh,NC,Wake,35.8324,-78.6429
Richmond,VA,Richmond,37.5295,-77.4756
Memphis,TN,Shelby,35.1087,-89.9663
Oklahoma City,OK,Oklahoma,35.4676,-97.5136
Hartford,CT,Capitol,41.7661,-72.6834
Louisville,KY,Jefferson,38.1663,-85.6485
Buffalo,NY,Erie,42.9018,-78.8487
New Orleans,LA,Orleans,30.0687,-89.9288
Fort Worth,TX,Tarrant,32.7817,-97.3474
Bridgeport,CT,Greater Bridgeport,41.1918,-73.1954
Tucson,AZ,Pima,32.1541,-110.8787
El Paso,TX,El Paso,31.8476,-106.43
Omaha,NE,Douglas,41.2627,-96.0529
McAllen,TX,Hidalgo,26.2252,-98.2467
Birmingham,AL,Jefferson,33.5279,-86.7971
Albuquerque,NM,Bernalillo,35.1054,-106.6465
Tulsa,OK,Tulsa,36.1283,-95.9042
Fresno,CA,Fresno,36.783,-119.7939
Charleston,SC,Charleston,32.8168,-79.9687
Rochester,NY,Monroe,43.168,-77.6162
Dayton,OH,Montgomery,39.7805,-84.2003
Cape Coral,FL,Lee,26.6443,-81.9957
Mission Viejo,CA,Orange,33.6096,-117.6551
Colorado Springs,CO,El Paso,38.8674,-104.7605
Baton Rouge,LA,East Baton Rouge,30.442,-91.1311
Allentown,PA,Lehigh,40.5961,-75.4756
Ogden,UT,Weber,41.2279,-111.9682
Provo,UT,Utah,40.2457,-111.6457
Knoxville,TN,Knox,35.9692,-83.9496
Grand Rapids,MI,Kent,42.9619,-85.6562
Columbia,SC,Richland,34.0378,-80.9036
Albany,NY,Albany,42.6664,-73.7987
Bakersfield,CA,Kern,35.3529,-119.0359
New Haven,CT,South Central Connecticut,41.3113,-72.9246
Des Moines,IA,Polk,41.5725,-93.6105
Akron,OH,Summit,41.0798,-81.5219
Palm Bay,FL,Brevard,27.9631,-80.6593
Concord,CA,Contra Costa,37.9722,-122.0016
Wichita,KS,Sedgwick,37.6895,-97.3443
Mesa,AZ,Maricopa,33.4015,-111.7178
Harrisburg,PA,Dauphin,40.2752,-76.8843
Staten Island,NY,Richmond,40.5834,-74.1496
Toledo,OH,Lucas,41.6638,-83.5827
Worcester,MA,Worcester,42.2705,-71.8079
Long Beach,CA,Los Angeles,33.7977,-118.167
Port St. Lucie,FL,St. Lucie,27.2796,-80.3884
Little Rock,AR,Pulaski,34.7256,-92.3577
Reno,NV,Washoe,39.5497,-119.8483
Spokane,WA,Spokane,47.6671,-117.433
Madison,WI,Dane,43.0822,-89.393
Boise,ID,Ada,43.6005,-116.2308
Bonita Springs,FL,Lee,26.3558,-81.7859
Denton,TX,Denton,33.2175,-97.1418
Oakland,CA,Alameda,37.7904,-122.2166
Springfield,MA,Hampden,42.1155,-72.5395
Augusta,GA,Richmond,33.3645,-82.0708
Kissimmee,FL,Osceola,28.3041,-81.4169
Winston-Salem,NC,Forsyth,36.1029,-80.261
Stockton,CA,San Joaquin,37.9765,-121.3109
Syracuse,NY,Onondaga,43.0407,-76.1437
Chattanooga,TN,Hamilton,35.066,-85.2481
Lancaster,PA,Lancaster,40.042,-76.3012
Greenville,SC,Greenville,34.8354,-82.3646
Durham,NC,Durham,35.9792,-78.9022
Pensacola,FL,Escambia,30.4413,-87.1911
Fayetteville,AR,Washington,36.0714,-94.1661
Arlington,TX,Tarrant,32.6998,-97.125
Aurora,CO,Arapahoe,39.7083,-104.7237
Oxnard,CA,Ventura,34.1964,-119.1815
Indio,CA,Riverside,33.7346,-116.2346
Scranton,PA,Lackawanna,41.4044,-75.6649
Victorville,CA,San Bernardino,34.5277,-117.3536
Trenton,NJ,Mercer,40.2237,-74.7641
Modesto,CA,Stanislaus,37.6375,-121.0028
Huntsville,AL,Madison,34.6981,-86.6412
Honolulu,HI,Honolulu,21.3294,-157.846
Greensboro,NC,Guilford,36.0956,-79.8271
Anaheim,CA,Orange,33.839,-117.8574
Corpus Christi,TX,Nueces,27.7254,-97.3767
Fort Wayne,IN,Allen,41.0888,-85.1436
Fort Collins,CO,Larimer,40.5477,-105.0656
Jackson,MS,Hinds,32.3157,-90.2125
Myrtle Beach,SC,Horry,33.7094,-78.8844
Fayetteville,NC,Cumberland,35.085,-78.9772
Antioch,CA,Contra Costa,37.9787,-121.796
Lansing,MI,Ingham,42.7142,-84.5601
Lexington,KY,Fayette,38.0423,-84.4587
Mobile,AL,Mobile,30.6782,-88.1162
Youngstown,OH,Mahoning,41.0993,-80.6463
Henderson,NV,Clark,36.0133,-115.0381
Savannah,GA,Chatham,32.0286,-81.1821
Poughkeepsie,NY,Dutchess,41.695,-73.9211
Santa Ana,CA,Orange,33.7367,-117.8819
Ann Arbor,MI,Washtenaw,42.2759,-83.731
St. Paul,MN,Ramsey,44.9478,-93.1039
Newark,NJ,Essex,40.7245,-74.1725
Irvine,CA,Orange,33.6772,-117.7738
Santa Rosa,CA,Sonoma,38.4458,-122.7067
Canton,OH,Stark,40.8078,-81.3676
Asheville,NC,Buncombe,35.5707,-82.5537
Flint,MI,Genesee,43.0236,-83.6921
Winter Haven,FL,Polk,28.0118,-81.7014
Anchorage,AK,Anchorage,61.1508,-149.1091
Lincoln,NE,Lancaster,40.8099,-96.6784
Concord,NC,Cabarrus,35.3933,-80.6369
Jersey City,NJ,Hudson,40.7184,-74.0686
Springfield,MO,Greene,37.1943,-93.2916
Plano,TX,Collin,33.0502,-96.7486
Shreveport,LA,Caddo,32.4653,-93.7955
Davenport,IA,Scott,41.5565,-90.6053
Lubbock,TX,Lubbock,33.5657,-101.8879
Lakeland,FL,Polk,28.0557,-81.9545
South Bend,IN,St. Joseph,41.6767,-86.2696
Chula Vista,CA,San Diego,32.6281,-117.0144
Chandler,AZ,Maricopa,33.2825,-111.8514
Rockford,IL,Winnebago,42.2596,-89.064
Reading,PA,Berks,40.34,-75.9267
Eugene,OR,Lane,44.0564,-123.1174
Wilmington,NC,New Hanover,34.2099,-77.8866
Santa Clarita,CA,Los Angeles,34.4175,-118.4964
Gilbert,AZ,Maricopa,33.31,-111.7463
Salem,OR,Marion,44.9233,-123.0244
Killeen,TX,Bell,31.0753,-97.7297
Round Lake Beach,IL,Lake,42.3791,-88.0811
Columbus,GA,Muscogee,32.51,-84.8771
North Las Vegas,NV,Clark,36.2883,-115.0888
Kennewick,WA,Benton,46.1978,-119.1732
St. Petersburg,FL,Pinellas,27.7931,-82.6652
Tallahassee,FL,Leon,30.4551,-84.2527
Laredo,TX,Webb,27.5625,-99.4874
Irving,TX,Dallas,32.8583,-96.9702
Peoria,IL,Peoria,40.752,-89.6154
Montgomery,AL,Montgomery,32.3482,-86.2668
Chesapeake,VA,Chesapeake,36.6778,-76.3023
Glendale,AZ,Maricopa,33.5791,-112.2311
York,PA,York,39.9651,-76.7315
Nashua,NH,Hillsborough,42.7491,-71.491
Garland,TX,Dallas,32.91,-96.6304
Scottsdale,AZ,Maricopa,33.6872,-111.8651
Lafayette,LA,Lafayette,30.2082,-92.0325
Norfolk,VA,Norfolk,36.8945,-76.259
Arlington,VA,Arlington,38.8786,-77.1011
Appleton,WI,Outagamie,44.278,-88.3892
Aguadilla,PR,Aguadilla,18.4382,-67.1537
Rock Hill,SC,York,34.9415,-81.0241
Fremont,CA,Alameda,37.5265,-121.9843
Fargo,ND,Cass,46.8651,-96.8292
Gulfport,MS,Harrison,30.4274,-89.0704
Bremerton,WA,Kitsap,47.5436,-122.7121
Green Bay,WI,Brown,44.5148,-87.9895
Enterprise,NV,Clark,36.0091,-115.2278
Hialeah,FL,Miami-Dade,25.8696,-80.3045
Deltona,FL,Volusia,28.905,-81.2137
San Bernardino,CA,San Bernardino,34.1416,-117.2943
Gainesville,FL,Alachua,29.6804,-82.3459
Spring Valley,NV,Clark,36.0952,-115.2636
Tacoma,WA,Pierce,47.2431,-122.4531
Roanoke,VA,Roanoke,37.2785,-79.9581
Brownsville,TX,Cameron,25.9975,-97.458
College Station,TX,Brazos,30.5852,-96.2959
Olympia,WA,Thurston,47.0417,-122.8959
Clarksville,TN,Montgomery,36.5692,-87.3413
Yonkers,NY,Westchester,40.9466,-73.8673
Moreno Valley,CA,Riverside,33.9244,-117.2045
Thousand Oaks,CA,Ventura,34.1914,-118.8756
Portland,ME,Cumberland,43.6773,-70.2715
Fontana,CA,San Bernardino,34.0968,-117.4599
Hickory,NC,Catawba,35.741,-81.3223
Amarillo,TX,Potter,35.1984,-101.8316
Sioux Falls,SD,Minnehaha,43.5396,-96.7311
Evansville,IN,Vanderburgh,37.9881,-87.5341
Huntington,WV,Cabell,38.4109,-82.4345
Waterbury,CT,Naugatuck Valley,41.5582,-73.0361
Frisco,TX,Collin,33.156,-96.8216
Lorain,OH,Lorain,41.4409,-82.184
Kalamazoo,MI,Kalamazoo,42.2749,-85.5882
Galveston,TX,Galveston,29.2484,-94.8913
Spartanburg,SC,Spartanburg,34.9442,-81.9251
Santa Barbara,CA,Santa Barbara,34.4285,-119.7202
Sunrise Manor,NV,Clark,36.1783,-115.0487
Huntington Beach,CA,Orange,33.696,-118.0018
Grand Prairie,TX,Dallas,32.6871,-97.0208
Overland Park,KS,Johnson,38.887,-94.687
McKinney,TX,Collin,33.2016,-96.667
Waco,TX,McLennan,31.5599,-97.1882
Hagerstown,MD,Washington,39.6401,-77.7217
Glendale,CA,Los Angeles,34.1819,-118.2468
Nampa,ID,Canyon,43.5844,-116.5638
Peoria,AZ,Maricopa,33.7843,-112.2989
Cedar Rapids,IA,Linn,41.9662,-91.6783
Vancouver,WA,Clark,45.6366,-122.5967
Paradise,NV,Clark,36.0872,-115.1355
Ocala,FL,Marion,29.178,-82.1511
Erie,PA,Erie,42.1167,-80.0733
Newport News,VA,Newport News,37.1051,-76.5185
Frederick,MD,Frederick,39.4337,-77.4141
Murfreesboro,TN,Rutherford,35.849,-86.4121
Fort Lauderdale,FL,Broward,26.1412,-80.1464
Aurora,IL,Kane,41.7638,-88.2902
Tempe,AZ,Maricopa,33.3881,-111.9319
Danbury,CT,Western Connecticut,41.4015,-73.4709
Spring Hill,FL,Hernando,28.4798,-82.53
Gastonia,NC,Gaston,35.2494,-81.1854
Salinas,CA,Monterey,36.6883,-121.6317
Fredericksburg,VA,Fredericksburg,38.2992,-77.4872
Ontario,CA,San Bernardino,34.0393,-117.6064
Elk Grove,CA,Sacramento,38.4161,-121.3842
Gainesville,GA,Hall,34.2902,-83.8294
Cary,NC,Wake,35.7819,-78.8195
Rancho Cucamonga,CA,San Bernardino,34.1247,-117.5667
Oceanside,CA,San Diego,33.2247,-117.3083
Garden Grove,CA,Orange,33.7787,-117.9601
Lancaster,CA,Los Angeles,34.6935,-118.1753
Hemet,CA,Riverside,33.7341,-116.9969
Pembroke Pines,FL,Broward,26.0128,-80.3382
Panama City,FL,Bay,30.1995,-85.6003
Vallejo,CA,Solano,38.1125,-122.2342
Manchester,NH,Hillsborough,42.9848,-71.4447
Medford,OR,Jackson,42.3372,-122.854
Bayamon,PR,Bayamón,18.3794,-66.1635
Mauldin,SC,Greenville,34.7821,-82.3032
Santa Cruz,CA,Santa Cruz,36.9789,-122.0346
Palmdale,CA,Los Angeles,34.5944,-118.1057
Norwich,CT,Southeastern Connecticut,41.5495,-72.0882
Muskegon,MI,Muskegon,43.2281,-86.2562
Leesburg,FL,Lake,28.7672,-81.8962
High Point,NC,Guilford,35.991,-79.9937
Tuscaloosa,AL,Tuscaloosa,33.2348,-87.5268
Visalia,CA,Tulare,36.3276,-119.3269
Marysville,WA,Snohomish,48.0809,-122.1561
Merced,CA,Merced,37.3057,-120.4779
Hayward,CA,Alameda,37.6328,-122.0766
Lafayette,IN,Tippecanoe,40.3991,-86.8593
Springfield,IL,Sangamon,39.7709,-89.654
Corona,CA,Riverside,33.8616,-117.5649
Paterson,NJ,Passaic,40.9147,-74.1624
Alexandria,VA,Alexandria,38.8185,-77.0861
Macon,GA,Bibb,32.8065,-83.6974
Binghamton,NY,Broome,42.1014,-75.9093
Lakewood,CO,Jefferson,39.6977,-105.1172
Kansas City,KS,Wyandotte,39.1235,-94.7443
Odessa,TX,Ector,31.8801,-102.3448
Sunnyvale,CA,Santa Clara,37.3836,-122.0255
New Bedford,MA,Bristol,41.6697,-70.9428
Hollywood,FL,Broward,26.0293,-80.1679
South Lyon,MI,Oakland,42.4614,-83.6526
Escondido,CA,San Diego,33.1348,-117.0723
Lake Charles,LA,Calcasieu,30.201,-93.2111
Pasadena,TX,Harris,29.6575,-95.1498
Bellevue,WA,King,47.5951,-122.1535
Joliet,IL,Will,41.5188,-88.1499
Champaign,IL,Champaign,40.1142,-88.2737
Pomona,CA,Los Angeles,34.0585,-117.7626
Fairfield,CA,Solano,38.2583,-122.0335
Mesquite,TX,Dallas,32.7602,-96.5865
Elkhart,IN,Elkhart,41.6916,-85.9627
Naperville,IL,DuPage,41.748,-88.1659
St. George,UT,Washington,37.0758,-113.5752
Roseville,CA,Placer,38.7703,-121.3196
Topeka,KS,Shawnee,39.0346,-95.6955
Burlington,NC,Alamance,36.076,-79.4685
Warner Robins,GA,Houston,32.5961,-83.6527
Surprise,AZ,Maricopa,33.6815,-112.4515
Torrance,CA,Los Angeles,33.8346,-118.3416
Santa Maria,CA,Santa Barbara,34.9333,-120.4431
Athens,GA,Clarke,33.9508,-83.3689
Houma,LA,Terrebonne,29.58,-90.7059
Columbia,MO,Boone,38.9472,-92.3268
Fullerton,CA,Orange,33.8841,-117.9279
Olathe,KS,Johnson,38.8833,-94.82
Thornton,CO,Adams,39.9197,-104.9438
Greeley,CO,Weld,40.4152,-104.7706
Beaumont,TX,Jefferson,30.0849,-94.1451
Las Cruces,NM,Doña Ana,32.3265,-106.7893
Midland,TX,Midland,32.0243,-102.1147
Metairie,LA,Jefferson,29.9977,-90.178
Carolina,PR,Carolina,18.4054,-65.9792
West Valley City,UT,Salt Lake,40.6886,-112.0123
Orange,CA,Orange,33.8038,-117.8218
Warren,MI,Macomb,42.4934,-83.027
Grand Junction,CO,Mesa,39.0877,-108.5673
Tyler,TX,Smith,32.3184,-95.3062
Pasadena,CA,Los Angeles,34.1597,-118.139
Hampton,VA,Hampton,37.0551,-76.363
Bloomington,IL,McLean,40.4757,-88.9703
Elizabeth,NJ,Union,40.6658,-74.1913
Stamford,CT,Western Connecticut,41.1039,-73.5585
Yuma,AZ,Yuma,32.5995,-114.5491
Kent,WA,King,47.3887,-122.2128
Miramar,FL,Broward,25.9773,-80.3351
Coeur d'Alene,ID,Kootenai,47.704,-116.7936
Coral Springs,FL,Broward,26.2702,-80.2591
Sterling Heights,MI,Macomb,42.5809,-83.0305
Yuba City,CA,Sutter,39.1357,-121.6383
Yakima,WA,Yakima,46.5923,-120.5496
Carrollton,TX,Dallas,32.989,-96.8999
Racine,WI,Racine,42.7274,-87.8135
Johnson City,TN,Washington,36.3406,-82.3806
Billings,MT,Yellowstone,45.7891,-108.5526
Iowa City,IA,Johnson,41.6559,-91.5303
Dover,DE,Kent,39.161,-75.5202
Bellingham,WA,Whatcom,48.7548,-122.469
Charleston,WV,Kanawha,38.3484,-81.6322
Lynchburg,VA,Lynchburg,37.4003,-79.1909
Santa Clara,CA,Santa Clara,37.3646,-121.968
Norman,OK,Cleveland,35.2335,-97.3471
Greenville,NC,Pitt,35.5943,-77.376
Simi Valley,CA,Ventura,34.2663,-118.749
Fort Smith,AR,Sebastian,35.3495,-94.3695
Abilene,TX,Taylor,32.4543,-99.7384
Arecibo,PR,Arecibo,18.4491,-66.7387
Lewisville,TX,Denton,33.0454,-96.9815
Pearland,TX,Brazoria,29.5581,-95.3218
Lehigh Acres,FL,Lee,26.612,-81.6388
Kenosha,WI,Kenosha,42.5865,-87.8773
Seaside,CA,Monterey,36.6224,-121.8199
Burlington,VT,Chittenden,44.4876,-73.2316
Arvada,CO,Jefferson,39.832,-105.151
Waldorf,MD,Charles,38.6085,-76.9194
Independence,MO,Jackson,39.0871,-94.3501
Rochester,MN,Olmsted,44.0154,-92.478
Logan,UT,Cache,41.7399,-111.8422
Harlingen,TX,Cameron,26.1916,-97.6977
Berkeley,CA,Alameda,37.8722,-122.276
Clovis,CA,Fresno,36.8278,-119.683
Round Rock,TX,Williamson,30.527,-97.6642
Pueblo,CO,Pueblo,38.2701,-104.6114
Temple,TX,Bell,31.1068,-97.3891
Meridian,ID,Ada,43.6116,-116.3977
Duluth,MN,St. Louis,46.7756,-92.1393
The Woodlands,TX,Montgomery,30.1738,-95.5134
Boulder,CO,Boulder,40.0248,-105.2524
Richardson,TX,Dallas,32.9716,-96.7093
Cambridge,MA,Middlesex,42.3759,-71.1185
West Palm Beach,FL,Palm Beach,26.7469,-80.132
Port Arthur,TX,Jefferson,29.8554,-93.9264
East Los Angeles,CA,Los Angeles,34.0326,-118.1691
Redding,CA,Shasta,40.5698,-122.365
Clearwater,FL,Pinellas,27.979,-82.7623
Monroe,LA,Ouachita,32.5185,-92.0774
Utica,NY,Oneida,43.0962,-75.2261
St. Cloud,MN,Stearns,45.534,-94.1718
Mandeville,LA,St. Tammany,30.3751,-90.0904
West Jordan,UT,Salt Lake,40.6024,-112.0008
North Charleston,SC,Charleston,32.9067,-80.0722
Richmond,CA,Contra Costa,37.9477,-122.3389
Westminster,CO,Adams,39.8837,-105.0624
Saginaw,MI,Saginaw,43.4199,-83.9501
Kailua,HI,Honolulu,21.392,-157.7396
Brandon,FL,Hillsborough,27.9367,-82.3
Ponce,PR,Ponce,18.0127,-66.6212
Carlsbad,CA,San Diego,33.1246,-117.2834
Lowell,MA,Middlesex,42.6389,-71.3217
Broken Arrow,OK,Tulsa,36.038,-95.7806
Elgin,IL,Kane,42.0383,-88.324
Gresham,OR,Multnomah,45.5021,-122.4413
League City,TX,Galveston,29.4874,-95.1087
Downey,CA,Los Angeles,33.9379,-118.1311
Waterloo,IA,Black Hawk,42.4918,-92.3522
Murrieta,CA,Riverside,33.5719,-117.1909
Leominster,MA,Worcester,42.5209,-71.7717
Longview,TX,Gregg,32.5193,-94.7622
Jacksonville,NC,Onslow,34.7289,-77.3941
Pompano Beach,FL,Broward,26.2428,-80.1312
Bend,OR,Deschutes,44.0563,-121.3095
Miami Gardens,FL,Miami-Dade,25.9433,-80.2426
Costa Mesa,CA,Orange,33.6667,-117.9135
Sioux City,IA,Woodbury,42.4959,-96.3901
Everett,WA,Snohomish,47.9525,-122.1669
Gilroy,CA,Santa Clara,37.0046,-121.5854
San Buenaventura,CA,Ventura,34.2741,-119.2314
Temecula,CA,Riverside,33.4928,-117.1315
Sugar Land,TX,Fort Bend,29.5935,-95.6358
Chico,CA,Butte,39.7578,-121.8161
Eau Claire,WI,Eau Claire,44.8197,-91.4948
El Monte,CA,Los Angeles,34.0739,-118.0291
Idaho Falls,ID,Bonneville,43.4871,-112.0362
Dearborn,MI,Wayne,42.3127,-83.213
Bloomington,IN,Monroe,39.1637,-86.5257
West Covina,CA,Los Angeles,34.0555,-117.9113
Sparks,NV,Washoe,39.5736,-119.7161
South Fulton,GA,Fulton,33.6273,-84.58
Centennial,CO,Arapahoe,39.5926,-104.8673
Sandy Springs,GA,Fulton,33.9366,-84.3703
Inglewood,CA,Los Angeles,33.9566,-118.3444
Hillsboro,OR,Washington,45.5273,-122.936
Columbia,MD,Howard,39.2004,-76.859
Burbank,CA,Los Angeles,34.1879,-118.3235
Davie,FL,Broward,26.0789,-80.287
El Cajon,CA,San Diego,32.8017,-116.9604
Jurupa Valley,CA,Riverside,34.001,-117.4706
Allen,TX,Collin,33.1088,-96.6735
Auburn,AL,Lee,32.6087,-85.4903
Renton,WA,King,47.4784,-122.1918
Holland,MI,Ottawa,42.7677,-86.0984
Brockton,MA,Plymouth,42.0821,-71.0242
Rio Rancho,NM,Sandoval,35.2873,-106.6982
San Mateo,CA,San Mateo,37.5522,-122.3121
Rialto,CA,San Bernardino,34.1175,-117.3892
Spokane Valley,WA,Spokane,47.6626,-117.2346
Charlottesville,VA,Charlottesville,38.0375,-78.4855
Menifee,CA,Riverside,33.6909,-117.1849
Daly City,CA,San Mateo,37.6862,-122.4685
Wichita Falls,TX,Wichita,33.9072,-98.5291
Riverview,FL,Hillsborough,27.8227,-82.3023
Norwalk,CA,Los Angeles,33.9069,-118.0829
Lee's Summit,MO,Jackson,38.9171,-94.3816
Longmont,CO,Boulder,40.1686,-105.1005
Vacaville,CA,Solano,38.3587,-121.9673
Highlands Ranch,CO,Douglas,39.5419,-104.9708
Kingsport,TN,Sullivan,36.5224,-82.5454
San Tan Valley,AZ,Pinal,33.1786,-111.5629
Quincy,MA,Norfolk,42.2506,-71.0187
Edinburg,TX,Hidalgo,26.3196,-98.1597
Lynn,MA,Essex,42.4781,-70.9664
San Angelo,TX,Tom Green,31.4424,-100.4504
Hesperia,CA,San Bernardino,34.3975,-117.3147
Bowling Green,KY,Warren,36.9716,-86.4378
Federal Way,WA,King,47.3091,-122.3358
Carmel,IN,Hamilton,39.965,-86.146
Bismarck,ND,Burleigh,46.8143,-100.7694
Fishers,IN,Hamilton,39.9588,-85.9659
Lafayette,CO,Boulder,39.9946,-105.0998
Vista,CA,San Diego,33.1896,-117.2386
Boca Raton,FL,Palm Beach,26.3752,-80.108
St. Augustine,FL,St. Johns,29.8976,-81.31
Beaverton,OR,Washington,45.4779,-122.8168
Goodyear,AZ,Maricopa,33.2614,-112.3622
Portsmouth,VA,Portsmouth,36.8468,-76.354
Orem,UT,Utah,40.2981,-111.6994
Sunrise,FL,Broward,26.1547,-80.2997
Portsmouth,NH,Rockingham,43.058,-70.7826
Arden-Arcade,CA,Sacramento,38.6017,-121.3845
Lawrence,KS,Douglas,38.9597,-95.2642
Sandy,UT,Salt Lake,40.5709,-111.8506
Slidell,LA,St. Tammany,30.2887,-89.7828
Buckeye,AZ,Maricopa,33.4314,-112.6429
Livonia,MI,Wayne,42.3972,-83.3733
Williamsburg,VA,Williamsburg,37.2693,-76.7076
Suffolk,VA,Suffolk,36.6953,-76.6398
Compton,CA,Los Angeles,33.893,-118.2274
La Crosse,WI,La Crosse,43.8241,-91.2268
Edmond,OK,Oklahoma,35.6689,-97.416
Carson,CA,Los Angeles,33.8374,-118.2559
San Marcos,CA,San Diego,33.135,-117.1743
Tracy,CA,San Joaquin,37.7269,-121.4523
Prescott Valley,AZ,Yavapai,34.598,-112.3185
Middletown,OH,Butler,39.5033,-84.3659
Fall River,MA,Bristol,41.7136,-71.1015
San German,PR,San Germán,18.0827,-67.046
Santa Fe,NM,Santa Fe,35.6619,-105.9819
Plantation,FL,Broward,26.1259,-80.2617
Mayaguez,PR,Mayagüez,18.2003,-67.1397
New Braunfels,TX,Comal,29.6994,-98.1148
Roswell,GA,Fulton,34.0391,-84.3513
Conroe,TX,Montgomery,30.3238,-95.4824
South Gate,CA,Los Angeles,33.9447,-118.1926
Santa Monica,CA,Los Angeles,34.0235,-118.481
Kirkland,WA,King,47.697,-122.2057
Hoover,AL,Jefferson,33.3763,-86.8068
O'Fallon,MO,St. Charles,38.785,-90.7175
Alafaya,FL,Orange,28.528,-81.1868
Palm Coast,FL,Flagler,29.5389,-81.2457
Norwalk,CT,Western Connecticut,41.1144,-73.4215
Lawton,OK,Comanche,34.6175,-98.4202
Chino,CA,San Bernardino,33.9836,-117.6654
Mount Pleasant,SC,Charleston,32.8537,-79.8203
Manteca,CA,San Joaquin,37.7927,-121.2264
Westminster,CA,Orange,33.7523,-117.9938
Florence,SC,Florence,34.178,-79.7898
Joplin,MO,Jasper,37.0757,-94.5018
Germantown,MD,Montgomery,39.1755,-77.2643
San Leandro,CA,Alameda,37.7074,-122.1599
Town 'n' Country,FL,Hillsborough,28.0106,-82.5763
Clifton,NJ,Passaic,40.863,-74.1575
Waukegan,IL,Lake,42.3698,-87.8716
Bloomington,MN,Hennepin,44.8306,-93.3151
Avondale,AZ,Maricopa,33.3873,-112.3235
Atascocita,TX,Harris,29.9777,-95.1953
Missoula,MT,Missoula,46.8751,-114.0214
Fort Myers,FL,Lee,26.6194,-81.8302
Newton,MA,Middlesex,42.3316,-71.2085
Lawrence,MA,Essex,42.7002,-71.1626
Muncie,IN,Delaware,40.1989,-85.395
Rapid City,SD,Pennington,44.0716,-103.2204
Troy,MI,Oakland,42.5817,-83.1457
Livermore,CA,Alameda,37.6868,-121.7607
Citrus Heights,CA,Sacramento,38.6948,-121.288
Hawthorne,CA,Los Angeles,33.9147,-118.3476
Winchester,VA,Winchester,39.1735,-78.1746
Springdale,AR,Washington,36.1901,-94.1574
Whittier,CA,Los Angeles,33.9678,-118.0188
Deerfield Beach,FL,Broward,26.305,-80.1277
Decatur,IL,Macon,39.8557,-88.9342
San Ramon,CA,Contra Costa,37.7624,-121.9365
Vineland,NJ,Cumberland,39.4653,-74.9981
Mission,TX,Hidalgo,26.2039,-98.3256
Auburn,WA,King,47.3039,-122.2108
Lake Forest,CA,Orange,33.6605,-117.6714
Newport Beach,CA,Orange,33.6151,-117.8668
Melbourne,FL,Brevard,28.1086,-80.6627
Brooklyn Park,MN,Hennepin,45.1112,-93.3505
Bryan,TX,Brazos,30.665,-96.3807
Westland,MI,Wayne,42.3192,-83.3805
Napa,CA,Napa,38.2975,-122.301
Baytown,TX,Harris,29.7587,-94.9671
Cicero,IL,Cook,41.8445,-87.7593
Anderson,IN,Madison,40.0891,-85.6892
Franklin,TN,Williamson,35.92,-86.8516
Farmington Hills,MI,Oakland,42.486,-83.3771
Buena Park,CA,Orange,33.8572,-118.0046
Albany,GA,Dougherty,31.5776,-84.1762
Pine Hills,FL,Orange,28.5818,-81.4692
State College,PA,Centre,40.7909,-77.8567
